lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
221,0,118.08323278727869,5,26,4,3,1,0,0,0
85,0,50.686744404766074,7,11,4,2,0,0,0,0
87,0,100.0,9,10,2,1,0,0,0,0
38,0,81.0012724529127,5,19,3,1,1,0,0,0
215,0,212.12139928139763,10,6,3,4,2,0,0,0
11,0,122.33,4,29,4,2,1,3,0,0
24,0,107.59411748110283,9,13,4,0,1,1,0,0
64,0,121.5,7,23,4,3,2,0,0,0
20,0,221.75608911236947,6,16,4,2,0,0,5,0
230,0,137.0,9,6,3,5,0,0,0,0
247,0,80.74480178271017,9,23,4,4,2,2,0,0
181,1,118.70014806354999,8,30,4,2,0,0,0,0
69,0,142.6169413662625,5,30,4,0,1,0,3,0
26,0,157.46149110073978,5,18,4,2,0,0,4,0
230,0,137.0,9,6,3,5,0,0,0,0
38,0,87.30818197746883,2,4,4,2,0,0,3,0
230,1,77.14257350128015,10,2,4,1,0,0,0,0
36,0,71.94531217271974,3,3,4,3,1,3,0,0
28,0,138.3141907277203,9,20,3,1,0,0,0,0
175,1,130.97789556847346,7,24,3,2,1,0,0,0
109,0,74.685745264052,7,14,3,1,0,0,0,0
241,0,95.5022207528577,9,6,4,2,1,1,0,0
81,1,149.42539749758063,9,15,4,2,0,0,3,0
105,0,109.92707207942631,9,11,3,2,1,0,0,0
150,1,162.0,9,22,4,2,1,0,3,0
89,0,98.933409873384,3,26,3,2,0,0,0,0
58,0,109.43369012630143,11,7,4,2,0,0,0,0
180,1,105.61059645336579,8,21,3,1,0,0,0,0
148,0,72.44384982107162,7,10,4,3,1,0,0,0
4,1,159.5482779699553,9,16,4,3,0,0,0,0
181,0,113.59908370697859,8,10,3,3,0,0,0,0
131,0,94.86691664632563,6,29,4,3,0,0,0,0
16,0,58.00916398458361,5,14,4,3,1,3,0,0
231,0,91.50562163135002,8,27,4,1,1,0,0,0
228,0,89.32088836834505,9,28,4,2,2,0,0,0
132,0,117.35358111201553,8,2,4,2,2,1,0,0
137,1,79.27066856396188,10,11,4,1,0,2,0,0
64,0,92.77381715899713,7,25,4,1,1,2,0,0
58,0,137.68403305882876,6,2,4,2,0,0,3,0
237,0,93.8693942080489,12,24,4,6,2,0,0,0
162,0,102.65700456095006,7,30,4,2,1,0,0,0
162,0,149.25076450063776,8,7,4,1,0,0,3,0
131,1,115.23977965825628,6,2,4,4,1,1,0,0
56,0,93.60560953885721,3,18,4,3,1,0,0,0
18,0,112.34842492266485,3,15,4,1,1,0,0,0
42,0,95.50313965879087,6,26,4,1,1,3,0,0
132,0,119.80610577898064,6,8,4,4,1,0,0,0
30,0,131.83361245122143,6,15,4,1,0,0,2,0
112,0,190.93099465038694,8,15,4,3,2,0,3,0
61,0,94.62506419657393,5,26,4,2,0,3,0,0
164,0,100.21266570581791,9,23,4,2,1,0,0,0
65,1,149.4,9,8,4,2,0,0,3,0
28,0,78.89958819996195,2,17,4,1,0,2,0,0
0,0,264.9522332947883,6,8,4,2,1,0,5,0
203,0,100.05178984493423,5,5,3,3,0,0,0,0
47,1,139.5,10,8,4,0,2,0,3,0
107,0,76.5,7,18,4,6,3,0,0,0
197,1,164.90463651490515,7,23,4,2,2,0,5,0
81,0,169.5057106874019,9,7,4,1,0,0,3,0
380,0,112.59090857244136,10,17,4,1,0,1,0,0
51,0,161.04271143358335,7,28,4,2,1,0,3,0
325,0,80.12187967878731,12,30,4,2,2,1,0,0
277,0,113.71315256921902,9,20,3,2,0,0,0,0
59,0,127.53323981076679,4,15,4,2,0,0,2,0
9,0,139.0,7,16,4,1,0,3,0,0
156,0,235.22738310036078,8,17,3,1,0,0,4,0
145,0,99.22577788871271,8,22,3,4,0,0,0,0
216,1,107.76788386673388,9,27,4,3,1,0,1,0
159,0,131.98495598957203,9,3,4,2,1,0,2,0
43,0,147.39256878488803,8,27,4,2,0,0,3,0
86,1,118.00513022953282,7,14,4,1,1,0,0,0
83,0,63.51948204061893,11,17,4,2,0,1,0,0
83,0,104.00238934665423,10,25,4,4,0,0,3,0
192,0,100.92553670906463,8,2,4,3,1,0,0,0
63,0,115.86451430236636,4,16,4,2,1,0,0,0
228,1,103.09256534305202,10,5,4,3,0,0,0,0
65,0,179.95761430182483,5,27,4,3,0,0,5,0
120,0,76.5,7,11,4,2,0,0,0,0
0,0,125.86563461690828,9,12,4,1,0,0,0,0
15,0,161.7424795882342,7,19,4,1,0,0,2,0
198,1,70.59750875531924,8,2,4,3,0,0,0,0
12,0,154.0,9,6,4,0,0,0,3,0
161,0,130.0,3,25,3,2,1,1,0,0
215,0,92.62928874688436,7,16,4,2,0,0,0,0
104,0,75.96252310979371,8,19,4,3,0,0,0,0
148,0,217.23892116256079,7,10,4,5,2,1,5,0
62,0,111.21302290023571,6,5,4,2,0,0,1,0
167,1,108.27308105764543,5,22,4,2,1,0,1,0
175,1,110.19406931143226,7,26,4,3,1,0,0,0
144,0,92.4815507955546,5,25,4,3,1,0,2,0
35,0,115.2,3,23,4,1,0,0,0,0
323,0,83.70540139742822,8,20,3,2,1,0,1,0
124,0,55.436294456868175,2,27,3,2,2,0,0,0
55,0,117.26392806259038,3,27,4,3,0,0,3,0
99,0,151.15083008148736,9,19,4,3,0,0,3,0
121,0,122.39909331077385,10,4,3,1,0,0,2,0
16,0,98.06378626966934,10,25,4,2,1,0,0,0
76,1,139.81724348197562,5,2,4,3,1,0,3,0
44,0,78.18803115029418,3,3,4,3,0,0,0,0
5,0,85.0,2,18,4,3,1,0,0,0
29,0,139.96418634108858,5,20,4,2,1,0,3,0
30,0,183.50865400081398,8,2,4,1,2,0,4,0
87,0,76.1396906183558,4,6,4,2,0,3,0,0
4,1,77.13817230541909,11,28,4,3,1,1,0,0
39,0,102.85232836133702,6,26,4,2,1,2,0,0
114,0,126.17486334462875,7,17,3,1,0,0,0,0
84,0,95.9324313518186,7,16,4,3,1,3,0,0
113,0,54.671450469722245,4,15,3,10,3,0,0,0
0,0,99.93819080477502,3,19,3,0,1,0,0,0
19,0,210.31781613513206,5,14,4,0,0,0,3,0
56,0,118.8,4,22,4,2,0,0,3,0
183,0,112.2,8,3,4,5,2,0,3,0
31,0,88.28756646872836,10,25,4,0,0,3,0,0
14,0,105.0,8,19,2,2,0,0,0,0
304,0,74.98894234947777,10,21,4,2,0,0,0,0
140,0,140.10788725359558,8,17,4,5,1,0,3,0
56,0,137.71959757222493,8,27,4,1,0,0,0,0
187,0,111.98567459952773,8,28,4,2,1,0,0,0
124,0,113.43223712387483,7,22,4,4,2,0,2,0
100,0,95.0798367791137,4,25,3,2,1,0,0,0
43,0,68.364458340508,2,8,4,4,0,0,0,0
34,0,98.1,5,22,4,1,1,3,0,0
53,0,93.36332261133356,3,3,4,1,0,0,1,0
257,0,95.4178033794676,9,29,4,1,1,0,0,0
11,0,143.23380704736374,4,13,4,2,0,0,3,0
177,0,101.21731075308723,9,10,4,3,0,1,0,0
36,1,99.38377048028745,6,2,4,1,0,1,0,0
30,0,139.95335618776872,9,2,4,2,1,0,0,0
80,0,93.6,11,12,4,0,1,0,0,0
28,0,116.78558166110363,5,21,4,2,1,0,0,0
220,0,85.24492979248241,8,29,4,1,1,2,0,0
5,0,89.05403498528642,3,21,3,1,0,2,0,0
299,1,115.57528312155937,7,27,4,1,0,1,0,0
61,0,68.0,10,18,3,1,2,0,0,0
49,0,260.3425811111224,6,4,4,1,0,0,5,0
68,0,93.63140450821837,5,19,4,1,2,0,0,0
101,0,100.8002653848181,10,26,3,3,0,0,0,0
102,0,77.44485030050171,3,16,4,2,1,0,0,0
12,0,79.91729022989193,8,19,4,3,0,0,0,0
5,0,139.54397643283136,4,9,4,4,1,0,3,0
59,0,56.35898780404182,9,21,3,1,1,0,0,0
51,0,151.88580497780282,8,17,4,2,0,0,0,0
44,0,63.42083107401746,3,18,3,3,1,0,0,0
92,0,129.09413343274693,6,14,4,4,0,2,0,0
74,0,154.98388577236165,4,29,4,1,2,0,3,0
342,1,72.0100914196211,12,28,4,3,1,3,0,0
150,1,80.30575216601137,7,27,4,3,2,0,0,0
114,1,150.07564119963854,9,8,4,1,1,0,3,0
6,0,139.0,7,7,4,4,1,3,0,0
65,1,149.4,9,8,4,1,0,0,3,0
71,0,127.36336177793517,9,1,4,3,0,0,3,0
138,0,177.3,5,8,4,1,0,0,5,0
29,0,132.02261134562238,5,19,4,2,2,0,3,0
189,1,84.51533743254885,8,28,4,4,0,0,2,0
56,0,141.35646795785212,9,28,4,1,2,0,0,0
217,0,168.33861887003712,8,7,4,4,2,0,5,0
52,1,108.0,10,2,4,1,1,1,0,0
100,1,220.87780657417463,7,18,4,2,1,1,3,0
113,0,109.65,5,11,4,4,0,1,0,0
151,1,183.60921126730636,7,29,4,10,4,0,0,0
69,0,138.84264726636343,5,27,4,2,0,0,3,0
17,1,100.26329921630682,8,30,4,4,1,0,0,0
117,0,72.29566702924123,7,24,3,3,0,0,0,0
28,1,79.41288424200424,9,6,4,0,0,0,0,0
6,0,91.08389622560004,5,22,4,1,0,0,0,0
25,0,232.53729730502272,7,5,4,2,0,0,5,0
22,0,119.0,9,26,4,3,1,3,0,0
129,0,104.0291277399167,5,9,4,3,0,1,0,0
115,0,61.0,2,27,3,1,2,0,0,0
73,1,76.5,7,7,4,4,1,0,0,0
44,0,112.98062021964856,3,17,4,1,2,0,2,0
21,0,217.42600524398918,5,29,4,2,0,0,5,0
1,0,79.0,2,12,4,1,0,3,0,0
122,1,77.71904087458182,9,5,4,2,1,1,0,0
223,1,91.29782447588285,8,30,4,3,0,0,0,0
64,0,98.6131020272997,9,4,4,1,0,1,0,0
79,1,72.08743481151338,11,12,4,1,1,0,0,0
144,0,76.26058703693545,7,8,3,1,1,0,0,0
120,0,128.49392469908716,8,10,4,3,1,0,1,0
237,0,140.0627924779804,9,6,3,3,0,0,2,0
294,0,86.44131151227042,9,20,3,3,0,0,0,0
1,0,65.9705708620228,9,18,2,1,0,0,0,0
81,0,134.29004398196759,7,11,4,2,1,0,0,0
133,0,105.36218327612737,4,5,4,2,0,0,0,0
172,0,95.0,6,24,3,2,0,0,0,0
30,0,83.53098897875675,2,14,4,1,0,0,0,0
86,0,134.95910664555106,9,10,4,2,1,0,0,0
83,0,161.52556114326964,6,27,4,1,1,0,3,0
123,0,87.02551094423164,4,14,4,2,0,0,0,0
2,0,121.56878409076818,9,5,4,1,0,0,1,0
135,0,103.7,6,27,4,4,0,0,3,0
14,1,202.57342635948032,7,17,4,3,0,0,5,0
10,0,188.51171974300266,7,8,4,1,1,0,0,0
377,0,90.0,10,14,3,2,0,1,0,0
146,0,103.5,8,13,4,0,1,3,0,0
26,0,97.16332184941479,11,12,4,1,1,0,2,0
9,0,91.77319124408956,5,23,4,0,0,0,0,0
63,0,149.4,8,15,4,1,0,0,3,0
176,0,93.03855927491063,8,8,4,2,1,0,0,0
163,0,166.82183418478184,8,21,4,2,2,0,5,0
119,0,104.11584446628851,10,27,4,1,0,0,3,0
220,1,82.73769568332973,12,29,4,2,1,0,0,0
103,0,79.2,11,1,4,4,0,3,0,0
32,0,142.9527417341969,5,1,4,2,2,0,0,0
269,0,105.44758369270079,9,30,3,0,1,0,0,0
84,0,188.983800249682,6,15,4,7,3,0,5,0
1,0,148.08241820432139,4,24,4,4,1,0,2,0
94,0,131.68234100720773,8,22,4,3,0,0,3,0
48,0,126.33358287684729,8,27,4,4,2,0,3,0
12,0,90.57965694061247,3,4,4,6,2,0,0,0
69,0,94.55397413971286,4,25,4,2,0,2,0,0
150,0,126.04663587454118,6,30,4,5,2,0,3,0
27,0,115.10917635472363,8,27,4,3,1,0,0,0
34,0,65.89786741367011,2,25,3,2,0,1,0,0
35,0,130.04047495660907,6,26,4,1,1,0,2,0
217,1,94.29343410323712,7,18,4,1,1,0,0,0
1,0,95.36678632636264,5,25,0,1,0,0,0,0
78,0,132.7682126983918,10,21,4,2,1,0,2,0
168,0,100.62520240978813,8,15,4,3,0,0,1,0
100,0,128.53951715038386,7,2,4,2,0,0,0,0
245,0,110.0,7,6,3,4,2,0,0,0
154,1,153.27001362184,9,19,4,2,1,0,3,0
0,0,209.6698828858773,7,12,4,1,0,0,0,0
166,0,101.90406154599061,8,16,4,3,0,0,2,0
33,0,169.33003014521702,7,10,4,1,0,0,1,0
126,0,141.3974880488976,8,1,4,4,1,0,3,0
145,0,107.06004544045273,4,24,4,0,1,0,0,0
213,1,178.21683760149207,8,7,4,1,1,0,5,0
95,1,209.53601330752625,6,18,4,0,2,0,3,0
79,0,154.138247866853,8,15,4,1,2,0,3,0
150,0,87.31884503822347,4,10,4,1,2,2,0,0
115,0,72.25,10,24,3,3,0,0,0,0
25,1,120.86904782906196,9,18,4,3,1,0,0,0
81,0,168.3,9,13,4,2,1,0,3,0
45,0,72.39734198637022,2,18,4,1,0,0,0,0
42,0,87.69049766561896,3,21,4,2,0,3,0,0
101,0,84.6020939528415,9,26,3,1,0,3,0,0
30,0,124.89044909796554,5,17,4,1,0,2,0,0
155,1,140.175626332475,7,17,4,0,2,0,3,0
102,0,141.63111573258354,7,19,4,3,0,0,3,0
157,0,112.34739908749467,7,15,3,1,1,0,0,0
21,0,190.5863256092474,4,15,4,1,2,0,5,0
77,0,94.7562425456257,6,22,4,4,1,2,0,0
34,1,109.68375774231984,8,29,4,3,0,0,0,0
106,0,105.76022033455547,7,12,4,3,1,0,0,0
228,0,92.75650298630956,10,30,4,1,2,0,0,0
6,0,79.19671286576823,3,26,4,1,0,2,0,0
100,0,123.43070012301312,7,22,4,1,0,0,3,0
108,1,122.56515593676535,7,4,4,5,0,0,0,0
199,0,78.84647449126142,8,2,4,4,1,2,0,0
193,0,138.69362383854286,8,21,4,0,1,0,1,0
93,1,76.5,7,14,4,3,1,0,0,0
10,0,94.99177707127534,3,30,2,0,0,0,0,0
202,1,92.22944900934786,7,15,4,8,4,0,0,0
94,0,74.48850535731233,8,15,4,2,0,0,0,0
113,0,97.36117338866117,10,6,3,3,0,0,3,0
204,0,72.64615068383516,7,26,4,2,0,0,0,0
138,0,95.77326913743389,8,24,3,1,0,0,0,0
195,0,77.15227653400915,4,21,4,2,0,1,0,0
56,0,119.55755565423311,5,13,4,2,1,0,0,0
194,0,160.380395341098,7,20,4,2,1,0,5,0
93,1,118.34176595903693,7,10,4,2,1,0,0,0
170,0,111.99797826205022,8,29,4,5,2,0,0,0
133,0,82.45,8,19,3,2,1,0,3,0
146,0,178.49689204956772,10,23,4,4,1,1,2,0
250,0,66.45399264989022,11,16,4,2,0,3,0,0
190,1,103.44755037143503,8,29,4,3,1,0,3,0
245,0,81.3809484698938,12,30,4,2,1,2,0,0
304,0,159.15173227896184,7,26,4,3,1,0,2,0
103,0,205.86803128607374,11,30,3,1,1,0,0,0
116,0,186.83524369207453,8,11,4,3,1,0,5,0
122,0,79.45415889522248,3,27,3,3,1,0,0,0
203,1,113.99720558263391,8,17,4,2,0,0,2,0
79,0,168.3,8,8,4,2,0,0,3,0
44,0,87.86511120277767,9,20,4,1,0,3,0,0
94,0,159.3,5,9,4,2,0,0,0,0
160,0,119.87285834450095,5,26,4,1,0,0,0,0
4,0,99.35678444254664,7,17,3,9,1,0,0,0
29,0,85.1951707287885,9,16,3,1,0,3,0,0
89,0,76.5,8,15,4,4,1,0,0,0
87,0,150.5656663028792,8,9,4,3,0,0,3,0
121,0,88.10298396719587,3,30,4,2,1,1,0,0
338,0,85.97052331090208,11,13,3,2,0,0,2,0
186,1,164.87293012945798,8,12,4,1,0,1,0,0
64,0,139.85216086245217,5,15,2,2,0,0,0,0
221,1,111.87369221166041,8,29,4,2,0,0,0,0
119,0,127.00961427365831,8,15,4,2,0,0,3,0
168,0,91.14758339273008,7,4,4,3,1,0,0,0
189,0,112.13263329892926,6,9,4,0,2,2,0,0
36,1,68.16099253843326,2,24,4,3,0,3,0,0
67,0,76.5,7,20,4,6,2,0,0,0
116,0,184.9462730858786,5,25,4,2,1,0,1,0
35,0,216.49488231127256,8,20,4,1,1,0,4,0
4,0,88.36381579946799,8,11,4,2,0,0,0,0
66,0,89.90779511204545,4,3,4,2,1,0,0,0
431,0,70.4557022497125,9,9,3,2,0,0,0,0
106,0,77.8827023668444,11,5,2,3,2,0,0,0
25,0,82.8527613664177,10,6,3,2,2,0,1,0
50,0,254.65559713402206,6,16,4,3,0,0,3,0
270,0,95.77938536942652,9,30,4,2,1,2,0,0
29,0,186.29873050860596,10,2,4,8,3,0,4,0
53,0,149.4,8,13,4,2,1,0,3,0
110,0,102.09233307380235,8,3,4,1,1,2,0,0
258,0,67.49929487214649,11,23,3,2,1,1,0,0
72,0,87.90338134400416,9,17,4,1,0,0,0,0
5,0,132.24336876114103,7,2,4,1,0,3,0,0
184,1,102.99385479571403,8,30,4,2,2,2,0,0
25,0,78.56591435294136,10,11,3,2,2,0,2,0
64,0,124.74244510630561,6,28,4,2,0,0,2,0
310,0,95.88624355095197,9,25,3,2,0,0,0,0
153,1,221.02634933866403,7,11,4,4,2,1,5,0
155,0,112.57444778407684,7,20,4,2,2,0,3,0
15,0,81.28843490128695,9,27,4,2,0,0,0,0
5,1,139.21878910896544,8,25,4,1,0,2,0,0
183,0,110.30799772361823,8,8,3,3,0,0,0,0
77,0,131.1966982843799,8,6,4,3,0,0,3,0
174,0,126.9,9,17,4,0,1,0,0,0
128,0,132.3,10,10,4,5,0,0,3,0
65,0,140.4,5,5,4,1,0,0,3,0
4,0,94.39527557139992,11,5,1,1,0,0,3,0
37,0,116.71218360073824,5,5,4,0,0,1,0,0
32,1,99.88768111320955,8,28,4,4,1,3,0,0
165,0,93.74392005436098,8,17,4,3,0,0,0,0
63,0,143.28790437036983,5,9,4,2,0,0,0,0
60,0,112.62760441246691,4,21,4,2,1,0,3,0
17,0,97.0,3,16,4,1,0,3,0,0
50,0,156.90643901607717,11,21,4,1,1,0,4,0
105,0,150.72602748674572,8,24,4,4,0,0,3,0
285,0,92.71159890578227,8,18,3,1,0,0,0,0
15,0,117.62895899205738,4,12,4,2,0,2,0,0
224,1,112.30667565252483,9,3,4,3,2,0,1,0
100,0,96.03746346077972,5,15,3,2,0,0,0,0
180,1,98.74286292949964,9,10,4,1,1,1,0,0
48,1,74.8,11,15,4,4,0,3,0,0
105,0,131.14682495149393,9,19,4,1,1,0,1,0
247,0,112.86645132946116,6,6,3,1,1,1,0,0
91,0,126.9,5,4,4,0,1,0,0,0
70,0,203.72875836949163,4,3,4,4,1,0,5,0
5,0,165.4279857748124,10,5,4,2,1,0,0,0
215,0,168.3,7,26,4,1,0,0,5,0
206,0,3.8998934833340666,9,11,3,3,1,0,0,0
151,2,167.61296981693525,7,1,4,6,1,0,4,0
148,0,96.62254488264398,8,23,3,1,2,0,0,0
12,0,109.84124806164778,9,20,2,2,0,0,2,0
41,0,146.84594515057785,10,6,4,2,1,2,0,0
212,1,105.3,8,4,4,2,0,0,2,0
116,0,190.78996722188919,9,15,4,4,1,0,5,0
61,0,141.63087875055547,5,7,4,1,0,0,3,0
4,0,140.0,10,2,4,0,0,3,0,0
226,0,129.28164276538797,10,29,4,2,1,0,3,0
3,0,124.69866583827651,9,12,4,1,0,0,2,0
179,0,96.3,8,27,4,0,1,0,0,0
47,0,119.01251903309254,4,24,4,2,0,0,1,0
8,0,167.0,4,21,4,1,1,0,2,0
152,0,143.20569814389125,10,26,4,2,1,0,1,0
191,1,139.51894959555412,8,17,4,2,0,0,3,0
21,0,137.92312695892173,4,30,4,3,0,0,0,0
4,0,163.1703895476108,6,14,4,2,0,0,0,0
35,1,159.3,3,25,4,1,0,0,3,0
39,0,144.95250395890295,3,22,4,4,0,0,3,0
72,0,170.15678242259295,5,6,4,4,2,0,4,0
51,0,135.66404480219165,7,26,4,3,0,0,0,0
22,0,119.0,9,25,4,2,1,3,0,0
134,0,118.8,10,8,4,1,1,0,0,0
170,0,124.05124732510468,10,2,4,2,0,0,1,0
85,0,99.76260145200413,7,8,2,2,0,0,1,0
29,0,84.64911693378355,3,12,3,1,1,2,0,0
42,0,77.8560832033416,3,11,4,2,1,0,0,0
51,0,158.96783897446352,6,17,4,2,0,0,3,0
194,1,121.5,8,12,4,1,0,0,0,0
11,0,72.21823034840692,11,12,4,6,3,3,0,0
69,0,149.4,9,15,4,1,0,0,3,0
142,0,150.28243033021405,9,7,4,3,0,0,3,0
6,0,155.29660512167695,5,17,4,2,1,0,3,0
192,0,95.02022195311301,6,24,3,2,0,0,0,0
169,1,105.3,7,12,4,2,0,0,0,0
122,0,107.95,5,3,4,3,0,0,2,0
125,0,87.08592476023041,7,2,4,1,2,2,0,0
36,0,67.5,2,11,4,2,0,3,0,0
153,0,128.9315310521145,6,26,4,2,1,0,0,0
22,1,139.0,8,21,4,0,1,3,0,0
62,0,97.75241766932992,9,3,4,1,0,1,0,0
58,1,128.00746814197967,8,3,4,3,2,0,3,0
136,0,88.98383015451044,8,13,3,3,1,0,0,0
81,1,135.0632860660965,5,8,4,3,1,0,0,0
118,0,264.1663264915011,7,10,4,0,0,0,5,0
97,0,130.7540859642263,5,19,4,2,0,1,0,0
29,0,115.6502656515226,4,19,4,1,0,1,0,0
39,0,89.37181756368686,5,21,4,1,0,3,0,0
308,1,78.3,11,23,4,3,0,2,0,0
11,0,76.01004437116046,9,18,3,4,1,0,0,0
149,0,103.94444726516639,7,13,4,7,2,1,0,0
74,0,110.58302136853156,4,27,4,3,0,0,1,0
190,0,66.31968766270703,6,27,4,4,1,0,0,0
52,0,98.97887949928713,8,4,4,0,0,0,0,0
71,0,112.36221674634702,5,29,4,1,0,0,0,0
158,0,114.72428829255085,8,13,3,1,0,0,0,0
65,0,182.23768720406557,5,24,4,2,0,0,5,0
42,0,196.8976510706949,7,19,4,2,0,0,4,0
129,0,106.18817783027295,4,6,4,2,0,0,0,0
88,0,137.65171799128896,6,24,4,2,1,0,2,0
255,0,98.87399739858117,9,29,4,2,1,0,0,0
106,0,106.33206455471468,7,12,4,3,1,0,0,0
73,0,116.23941109616185,5,30,4,2,0,2,0,0
29,0,97.90957877590074,4,13,4,3,0,3,0,0
63,0,126.10902804654405,4,29,4,1,1,0,0,0
82,1,139.82598103399667,7,12,4,2,0,0,3,0
4,0,127.03491830982176,3,11,4,1,0,0,0,0
141,0,96.93456089482429,7,3,4,2,0,1,0,0
179,0,76.5,7,1,4,3,0,0,0,0
57,0,124.32805372145417,8,5,4,2,0,0,3,0
85,0,121.2599790745462,10,22,4,2,1,0,2,0
159,0,121.64200611046954,8,19,3,2,1,0,0,0
235,1,116.57399847237603,6,18,4,1,0,0,2,0
65,0,110.39962419705573,4,27,4,4,0,0,0,0
381,1,90.0,10,18,3,0,1,1,0,0
214,0,80.75,8,11,4,2,1,3,0,0
303,0,77.54211687180077,8,19,3,2,1,0,0,0
93,0,118.1155063850743,7,22,4,2,0,0,0,0
113,0,101.73354937429488,6,1,4,1,1,0,0,0
3,0,110.0,7,7,0,5,2,0,3,0
195,0,96.07129583954344,9,26,4,2,0,0,0,0
185,0,121.73628270642227,8,3,4,2,0,0,0,0
161,0,116.1,9,7,3,2,0,0,0,0
71,0,73.73031010060225,3,13,4,3,2,0,0,0
31,0,98.1,5,22,4,0,2,3,0,0
155,0,161.1,9,1,4,3,1,1,0,0
120,0,107.76586019610136,6,3,4,2,1,0,0,0
206,0,99.45,8,7,4,2,1,0,3,0
14,0,202.7302323862105,6,19,4,3,0,0,5,0
82,1,150.42023595242313,8,7,4,4,2,0,3,0
48,0,67.8185315990667,2,18,4,1,0,3,0,0
128,0,97.97595334453614,5,19,4,8,3,1,0,0
4,0,107.37060389776374,2,11,3,8,4,0,3,0
294,1,71.22387684981648,10,11,3,2,1,2,0,0
104,1,118.8,10,6,4,1,0,0,0,0
12,1,93.13571833110898,2,6,4,0,1,0,0,0
4,0,133.9314151169693,9,5,4,1,0,2,0,0
158,0,95.71089958837975,7,27,4,2,1,0,0,0
3,0,90.85731174121149,3,7,4,2,0,3,0,0
295,0,85.20715918415462,9,20,3,4,0,0,0,0
9,0,126.22212187440526,4,7,4,1,1,0,3,0
179,0,108.9,10,1,4,1,2,0,0,0
43,0,140.4,5,14,4,1,0,0,3,0
99,0,132.03868102430403,5,2,4,3,1,0,0,0
45,0,90.55521954546765,5,30,2,2,0,1,0,0
40,0,99.31129573398334,6,27,4,1,1,3,0,0
205,0,126.9,9,8,4,2,0,0,0,0
57,0,116.1,5,9,4,2,0,3,0,0
72,0,74.8,12,19,4,3,1,3,0,0
46,0,63.846882920403274,3,17,4,3,2,0,0,0
21,0,119.0,8,25,4,2,0,2,0,0
37,0,88.0,12,8,4,2,0,3,0,0
2,0,65.0,11,20,2,0,0,0,0,0
80,0,85.5,4,10,4,1,1,3,0,0
70,0,67.96460971123813,3,14,4,2,0,3,0,0
79,0,126.43913619720928,5,17,4,2,0,0,0,0
41,0,140.4,5,15,4,1,0,0,3,0
85,0,107.63100661374196,9,11,4,2,1,3,0,0
27,1,140.5994177338653,5,21,4,1,0,0,0,0
37,0,171.10203240202623,4,24,4,1,0,0,3,0
218,1,96.3,8,3,4,1,0,0,0,0
202,1,115.79887094847967,8,16,4,1,0,0,3,0
181,0,138.443507279262,8,19,4,0,0,0,1,0
221,1,111.48287302177039,8,29,4,2,0,0,0,0
113,0,190.5724813879552,9,8,4,2,1,0,4,0
50,0,63.75,3,9,4,5,2,3,0,0
65,0,90.90669681973357,4,1,4,2,0,0,0,0
83,0,170.8916354964188,10,8,4,3,0,0,3,0
218,1,90.99216644346652,7,9,4,4,0,0,0,0
123,0,76.5,8,7,4,2,1,0,0,0
211,0,212.3815815208836,10,11,4,4,1,0,1,0
29,0,88.0,11,24,4,1,1,3,0,0
116,0,104.61695070477563,4,17,4,1,0,0,0,0
3,0,79.2,8,17,2,5,1,0,0,0
26,0,158.36725415688585,5,20,4,2,0,0,2,0
185,0,113.31879503965816,8,14,3,1,1,0,0,0
69,0,68.53750335536576,7,22,4,3,0,0,0,0
154,0,147.8219040241119,7,8,4,1,0,0,3,0
33,0,130.1318599267689,6,26,4,2,1,0,1,0
50,0,65.33851328212842,3,5,4,2,2,0,0,0
154,1,120.7,7,7,4,3,1,0,3,0
2,0,113.07353704680236,9,29,2,1,0,1,0,0
16,0,95.13766647463858,6,12,3,2,1,0,0,0
207,1,105.3,8,5,4,2,0,0,2,0
72,0,78.90880257344709,2,16,4,3,0,0,0,0
126,0,141.67544045070235,8,1,4,4,1,0,3,0
13,0,106.15476642355301,2,13,4,2,0,1,1,0
30,0,125.16048351772427,5,16,4,2,0,3,0,0
64,1,86.88174638795903,11,19,4,2,0,0,0,0
247,0,113.96588604113418,6,6,3,1,1,1,0,0
142,0,85.91475810933413,10,17,3,0,0,0,0,0
11,0,150.17984345510064,10,5,4,1,0,0,0,0
45,0,142.74554605243657,5,8,4,2,1,0,0,0
47,0,73.93626506996426,3,5,4,3,0,0,0,0
381,0,112.09132550824327,10,18,4,1,0,1,0,0
6,0,154.87626164707626,6,10,4,2,0,1,3,0
61,0,91.54331042592233,4,1,4,1,1,0,0,0
79,0,102.86278958847954,12,26,4,2,1,0,3,0
169,1,137.10507617530328,8,11,4,2,1,0,3,0
80,0,93.6,11,12,4,0,1,0,0,0
104,0,137.57575829294709,7,16,4,2,2,0,1,0
43,0,163.68215340632418,10,30,4,1,0,0,3,0
263,0,78.14731785255616,12,23,4,6,2,0,0,0
90,1,90.24792091236733,3,19,4,3,1,0,1,0
58,1,133.5239997618377,9,10,4,2,1,0,1,0
144,1,117.16417774657702,6,22,4,1,0,0,0,0
3,0,130.05437940164768,8,17,2,2,1,0,0,0
221,0,91.123023868032,9,3,4,7,2,3,0,0
347,0,119.98117219732501,9,7,3,3,0,0,0,0
